"","SCHOOLID","StIDStd","ST04Q01","ESCS","MATHEFF","MTSUP","WEALTH","LEADPD","SCHLTYPE","SMRATIO","TCMORALE"
"477723",73,2170,1,2.09,-0.18,-0.2395,3.02,0.3739,3,160.563,1.4452
"477727",73,2174,2,1.02,1.65,1.8433,3.02,0.3739,3,160.563,1.4452
"477728",73,2175,1,1.45,2.27,1.8433,0.27,0.3739,3,160.563,1.4452
"477729",73,2176,1,0.94,0.54,1.8433,1.33,0.3739,3,160.563,1.4452
"477730",73,2177,2,0.57,0.15,-0.2395,0.57,0.3739,3,160.563,1.4452
"477736",73,2183,2,0.88,-0.02,0.6709,1.33,0.3739,3,160.563,1.4452
"477737",73,2184,1,1.89,1.47,-0.2395,1.9,0.3739,3,160.563,1.4452
"477738",73,2185,2,0.57,-0.33,-0.2395,-0.48,0.3739,3,160.563,1.4452
"477739",73,2186,1,0.07,0.34,1.8433,0.91,0.3739,3,160.563,1.4452
"477744",74,2191,1,-0.15,-0.77,0.2486,0.01,1.7628,3,141.846,0.4686
"477746",74,2193,1,0.55,-0.92,-0.2395,0.57,1.7628,3,141.846,0.4686
"477751",74,2198,2,-0.64,-0.33,1.1169,-0.24,1.7628,3,141.846,0.4686
"477755",74,2202,2,2.09,2.27,1.8433,3.02,1.7628,3,141.846,0.4686
"477756",74,2203,1,0.35,2.27,-0.9508,0.57,1.7628,3,141.846,0.4686
"477759",74,2206,2,0.2,1.07,-1.1894,0.91,1.7628,3,141.846,0.4686
"477760",74,2207,1,1.38,-0.48,1.8433,1.33,1.7628,3,141.846,0.4686
"477768",74,2215,2,-0.64,0.34,-1.8868,-0.02,1.7628,3,141.846,0.4686
"477775",75,2222,2,0.23,-0.18,0.4081,-0.24,1.7628,3,108.5,0.4686
"477776",75,2223,1,1.06,-0.48,1.1169,0.57,1.7628,3,108.5,0.4686
"477780",75,2227,1,1.23,0.78,1.1169,0.91,1.7628,3,108.5,0.4686
"477782",75,2229,1,-0.58,-0.77,-0.2395,0.57,1.7628,3,108.5,0.4686
"477783",75,2230,2,0.35,1.07,-0.2395,0.01,1.7628,3,108.5,0.4686
"477787",75,2234,1,-0.51,0.15,-0.2395,0.01,1.7628,3,108.5,0.4686
"477788",75,2235,2,-0.59,0.34,0.6709,-0.71,1.7628,3,108.5,0.4686
"477796",75,2243,1,0.58,1.07,0.6709,0.57,1.7628,3,108.5,0.4686
"477798",75,2245,1,1.05,-0.18,1.8433,0.57,1.7628,3,108.5,0.4686
"477800",75,2247,1,0.26,-0.63,-0.2395,0.91,1.7628,3,108.5,0.4686
"477803",75,2250,2,1.2,0.34,0.6709,1.33,1.7628,3,108.5,0.4686
"477805",76,2252,1,0.57,-0.02,1.8433,0.01,0.3739,3,147.444,0.0826
"477806",76,2253,2,1.34,2.27,1.8433,3.02,0.3739,3,147.444,0.0826
"477809",76,2256,1,2.28,2.27,-0.6577,3.02,0.3739,3,147.444,0.0826
"477810",76,2257,2,-0.1,-3.75,-0.2395,0.91,0.3739,3,147.444,0.0826
"477812",76,2259,2,0.22,1.07,0.6709,1.9,0.3739,3,147.444,0.0826
"477813",76,2260,1,0.87,-1.21,-1.6333,0.57,0.3739,3,147.444,0.0826
"477817",76,2264,2,0.2,-0.18,1.1169,0.6,0.3739,3,147.444,0.0826
"477824",76,2271,2,0.75,-0.33,0.2486,-0.24,0.3739,3,147.444,0.0826
"477831",76,2278,2,1.55,-0.77,-1.1894,1.33,0.3739,3,147.444,0.0826
"477833",76,2280,2,0.31,-0.33,-0.6577,1.33,0.3739,3,147.444,0.0826
"477835",76,2282,1,1.69,0.54,1.1169,1.33,0.3739,3,147.444,0.0826
"477839",77,2286,2,0.2,1.47,0.2486,0.91,0.6627,3,113.545,-0.7371
"477841",77,2288,2,0.6,-0.02,1.8433,-0.24,0.6627,3,113.545,-0.7371
"477842",77,2289,1,0.47,-0.18,1.1169,0.57,0.6627,3,113.545,-0.7371
"477846",77,2293,2,0.66,0.34,-0.9508,0.27,0.6627,3,113.545,-0.7371
"477852",77,2299,2,1.19,1.47,0.2486,0.91,0.6627,3,113.545,-0.7371
"477853",77,2300,1,1.6,-0.77,-1.4093,3.02,0.6627,3,113.545,-0.7371
"477860",77,2307,2,-0.1,-0.18,-0.2395,1.9,0.6627,3,113.545,-0.7371
"477862",77,2309,1,0.13,0.78,1.1169,1.9,0.6627,3,113.545,-0.7371
"477864",77,2311,1,-0.34,-0.63,-1.1894,0.27,0.6627,3,113.545,-0.7371
"477866",77,2313,2,0.21,0.15,-0.6577,-0.24,0.6627,3,113.545,-0.7371
"477868",77,2315,2,-0.28,0.78,-0.6577,-0.24,0.6627,3,113.545,-0.7371
"477873",78,2320,1,-0.32,-0.02,-0.2395,-0.48,1.0394,3,94.333,-0.7371
"477876",78,2323,2,-0.33,-0.33,0.2486,-0.24,1.0394,3,94.333,-0.7371
"477878",78,2325,1,0.31,-0.33,1.8433,-0.24,1.0394,3,94.333,-0.7371
"477879",78,2326,1,1.05,-0.02,1.8433,1.01,1.0394,3,94.333,-0.7371
"477880",78,2327,2,0.81,0.15,-0.9508,0.57,1.0394,3,94.333,-0.7371
"477884",78,2331,1,-0.56,1.47,0.2486,0.57,1.0394,3,94.333,-0.7371
"477885",78,2332,1,-0.32,-0.02,0.6709,0.01,1.0394,3,94.333,-0.7371
"477889",78,2336,1,0.49,-0.92,-0.9508,1.9,1.0394,3,94.333,-0.7371
"477897",78,2344,2,-0.38,-0.18,1.1169,0.27,1.0394,3,94.333,-0.7371
"477903",78,2350,1,0.22,-0.48,0.2486,1.33,1.0394,3,94.333,-0.7371
"477906",79,2353,2,0.27,-0.02,1.1169,-0.71,1.0394,3,133.333,0.4686
"477907",79,2354,1,-0.18,1.47,1.8433,0.27,1.0394,3,133.333,0.4686
"477908",79,2355,1,-0.34,0.34,-0.6577,0.01,1.0394,3,133.333,0.4686
"477913",79,2360,2,-0.62,-0.63,-0.6577,0.57,1.0394,3,133.333,0.4686
"477918",79,2365,2,0.63,2.27,-2.222,1.9,1.0394,3,133.333,0.4686
"477919",79,2366,1,0.23,0.78,-0.2395,-0.24,1.0394,3,133.333,0.4686
"477927",79,2374,2,1.42,-0.18,-0.2395,1.33,1.0394,3,133.333,0.4686
"477929",79,2376,2,1.58,-0.02,0.2486,1.33,1.0394,3,133.333,0.4686
"477931",79,2378,2,-0.07,-0.18,-0.2395,0.91,1.0394,3,133.333,0.4686
"477934",79,2381,2,1.78,2.27,0.6709,1.9,1.0394,3,133.333,0.4686
"477935",79,2382,1,-0.2,-0.33,-0.6577,-2.32,1.0394,3,133.333,0.4686
"477937",79,2384,1,0.27,-0.33,-0.9508,0.01,1.0394,3,133.333,0.4686
"477941",79,2388,2,-0.07,1.47,-0.6577,1.33,1.0394,3,133.333,0.4686
"477943",80,2390,2,0.09,2.27,1.8433,0.57,-0.6241,3,91.375,-1.8308
"477946",80,2393,2,-0.69,-1.06,1.1169,0.27,-0.6241,3,91.375,-1.8308
"477949",80,2396,2,1.42,-3.75,1.8433,0.57,-0.6241,3,91.375,-1.8308
"477952",80,2399,2,9999,2.27,1.5516,1.9,-0.6241,3,91.375,-1.8308
"477956",80,2403,1,-0.82,-0.02,-0.6577,-0.24,-0.6241,3,91.375,-1.8308
"477957",80,2404,1,-2.2,-0.18,1.8433,-0.71,-0.6241,3,91.375,-1.8308
"477960",80,2407,1,-1.5,-0.48,1.8433,0.27,-0.6241,3,91.375,-1.8308
"477963",80,2410,2,-1.06,0.15,0.2486,-0.94,-0.6241,3,91.375,-1.8308
"477967",80,2414,2,0.51,2.27,-0.2395,-0.48,-0.6241,3,91.375,-1.8308
"477973",80,2420,1,-1.69,0.54,1.8433,-2.42,-0.6241,3,91.375,-1.8308
"477974",80,2421,1,0.03,0.54,1.1169,0.91,-0.6241,3,91.375,-1.8308
"478015",82,2462,1,-0.98,-0.18,-0.9508,0.27,0.3739,3,165.545,0.0826
"478017",82,2464,2,0.97,0.54,0.2486,1.33,0.3739,3,165.545,0.0826
"478022",82,2469,2,0.22,-0.48,0.2486,0.91,0.3739,3,165.545,0.0826
"478026",82,2473,2,1.39,-0.18,0.2486,1.33,0.3739,3,165.545,0.0826
"478027",82,2474,1,0.92,-0.63,0.6709,1.9,0.3739,3,165.545,0.0826
"478030",82,2477,1,1.58,1.07,-1.4093,1.33,0.3739,3,165.545,0.0826
"478032",82,2479,2,0.57,-0.48,-1.1894,0.01,0.3739,3,165.545,0.0826
"478033",82,2480,1,-0.92,-1.28,0.2486,-0.94,0.3739,3,165.545,0.0826
"478034",82,2481,1,0.86,0.34,0.6709,1.28,0.3739,3,165.545,0.0826
"478036",82,2483,2,0.14,-0.48,-0.6577,0.57,0.3739,3,165.545,0.0826
"478039",82,2486,2,1.42,2.27,0.2486,0.27,0.3739,3,165.545,0.0826
"478042",82,2489,2,-0.23,-0.18,0.6709,1.33,0.3739,3,165.545,0.0826
"478043",82,2490,2,1.56,-0.33,-0.2395,1.9,0.3739,3,165.545,0.0826
"478048",83,2495,1,0.27,0.15,0.6709,1.33,1.7628,3,58.6,1.4452
"478051",83,2498,1,0.68,-0.92,-0.2395,0.27,1.7628,3,58.6,1.4452
"478066",83,2513,2,-0.95,-0.63,-0.2395,-1.16,1.7628,3,58.6,1.4452
"478068",83,2515,2,0.47,-0.02,-0.2395,0.57,1.7628,3,58.6,1.4452
"478069",83,2516,1,-0.36,-0.92,1.8433,0.27,1.7628,3,58.6,1.4452
"478071",83,2518,1,0.75,0.78,-1.1894,0.57,1.7628,3,58.6,1.4452
"478073",83,2520,2,0.02,-0.18,-0.6577,0.91,1.7628,3,58.6,1.4452
"478074",83,2521,1,-0.98,-0.18,1.1169,0.91,1.7628,3,58.6,1.4452
"478076",83,2523,1,-0.61,-0.63,-0.9508,0.27,1.7628,3,58.6,1.4452
"478078",83,2525,1,-0.49,0.15,-0.9508,-0.24,1.7628,3,58.6,1.4452
"478079",83,2526,2,0.86,0.15,1.1169,0.27,1.7628,3,58.6,1.4452
"478088",84,2535,1,1.56,-0.18,-1.4093,1.33,0.3739,3,126.118,0.0826
"478090",84,2537,2,1.12,0.78,-0.2395,0.91,0.3739,3,126.118,0.0826
"478092",84,2539,1,0.93,0.34,-0.6577,0.57,0.3739,3,126.118,0.0826
"478094",84,2541,2,0.89,0.78,-0.9508,1.9,0.3739,3,126.118,0.0826
"478099",84,2546,2,0.41,2.27,0.2486,3.02,0.3739,3,126.118,0.0826
"478101",84,2548,1,0.97,0.34,-1.1894,0.57,0.3739,3,126.118,0.0826
"478102",84,2549,2,1.42,2.27,1.1169,1.9,0.3739,3,126.118,0.0826
"478109",84,2556,2,0.35,0.15,-0.6577,0.57,0.3739,3,126.118,0.0826
"478113",84,2560,1,1.56,0.34,-0.6577,1.33,0.3739,3,126.118,0.0826
"478116",84,2563,2,-0.44,0.34,-0.6577,-0.24,0.3739,3,126.118,0.0826
"478117",84,2564,2,0.92,2.27,-1.4093,0.91,0.3739,3,126.118,0.0826
"478119",84,2566,2,-0.16,0.34,-1.1894,1.33,0.3739,3,126.118,0.0826
"478120",84,2567,2,0.52,2.27,1.1169,1.9,0.3739,3,126.118,0.0826
"478128",85,2575,1,-0.86,-0.02,0.6709,-0.24,1.7628,3,106,-2.7911
"478132",85,2579,1,-0.87,0.15,-0.2395,0.27,1.7628,3,106,-2.7911
"478133",85,2580,1,0.74,-0.18,1.8433,0.91,1.7628,3,106,-2.7911
"478135",85,2582,1,-0.24,-0.18,-0.2395,0.27,1.7628,3,106,-2.7911
"478140",85,2587,2,0.3,0.54,1.8433,0.01,1.7628,3,106,-2.7911
"478145",85,2592,1,0.26,-0.77,-0.2395,0.01,1.7628,3,106,-2.7911
"478151",85,2598,2,0.57,0.54,1.1169,-0.48,1.7628,3,106,-2.7911
"478153",85,2600,2,-0.74,0.54,0.6709,-0.71,1.7628,3,106,-2.7911
"478154",85,2601,2,-0.52,0.34,0.6709,-1.16,1.7628,3,106,-2.7911
"478155",86,2602,2,1.58,-0.02,1.8433,0.91,1.0394,3,185.25,-0.7371
"478164",87,2611,1,-0.39,-0.18,-0.2395,-1.38,0.6627,3,50.167,0.8541
"478165",87,2612,1,-1.06,-0.63,-0.2395,-0.48,0.6627,3,50.167,0.8541
"478166",87,2613,1,-0.97,-0.18,-0.2395,-0.71,0.6627,3,50.167,0.8541
"478167",87,2614,2,-0.53,-1.06,0.6709,0.27,0.6627,3,50.167,0.8541
"478168",87,2615,1,-1.16,-0.63,0.6709,-1.16,0.6627,3,50.167,0.8541
"478173",87,2620,2,-0.29,0.15,-0.6577,0.57,0.6627,3,50.167,0.8541
"478182",87,2629,1,-0.05,2.27,1.8433,1.33,0.6627,3,50.167,0.8541
"478186",87,2633,1,0.08,-0.33,0.2486,1.9,0.6627,3,50.167,0.8541
"478187",87,2634,1,-0.6,-0.33,1.1169,0.27,0.6627,3,50.167,0.8541
"478190",87,2637,2,-0.92,-0.33,-0.2395,0.57,0.6627,3,50.167,0.8541
"478193",88,2640,1,-1.54,-0.77,1.8433,-1.16,0.6627,3,131.364,-1.4838
"478194",88,2641,2,0.97,-0.18,1.1169,0.01,0.6627,3,131.364,-1.4838
"478198",88,2645,1,-0.34,-0.92,-1.4093,-0.24,0.6627,3,131.364,-1.4838
"478199",88,2646,1,0.77,0.54,-0.2395,1.9,0.6627,3,131.364,-1.4838
"478201",88,2648,1,-0.46,-0.63,1.8433,0.01,0.6627,3,131.364,-1.4838
"478205",88,2652,2,-0.51,0.54,-0.2395,-0.71,0.6627,3,131.364,-1.4838
"478206",88,2653,1,-1.7,0.34,1.1169,-1.85,0.6627,3,131.364,-1.4838
"478208",88,2655,1,0.04,-0.48,1.1169,0.27,0.6627,3,131.364,-1.4838
"478213",88,2660,2,-0.95,-0.18,0.2486,-0.28,0.6627,3,131.364,-1.4838
"478217",88,2664,1,0.12,-0.77,-0.2395,1.33,0.6627,3,131.364,-1.4838
"478223",88,2670,2,0.96,-2.28,-0.9508,1.9,0.6627,3,131.364,-1.4838
"478224",88,2671,2,0.8,1.47,1.1169,0.54,0.6627,3,131.364,-1.4838
"478226",88,2673,2,1.12,0.78,1.8433,0.91,0.6627,3,131.364,-1.4838
"478229",89,2676,2,0.78,-0.63,0.6709,0.27,0.1183,3,131.583,0.0826
"478230",89,2677,2,0.79,-0.63,1.8433,1.33,0.1183,3,131.583,0.0826
"478231",89,2678,2,-0.35,0.54,-0.9508,1.9,0.1183,3,131.583,0.0826
"478232",89,2679,2,0.89,-0.18,-2.222,-0.48,0.1183,3,131.583,0.0826
"478234",89,2681,2,1.23,0.78,-1.4093,1.33,0.1183,3,131.583,0.0826
"478237",89,2684,1,0.83,-0.33,-0.2395,3.02,0.1183,3,131.583,0.0826
"478240",89,2687,1,0.03,-0.92,-0.2395,0.27,0.1183,3,131.583,0.0826
"478248",89,2695,1,0.39,-1.21,-0.9508,1.33,0.1183,3,131.583,0.0826
"478251",89,2698,2,1.78,-0.02,-0.6577,1.9,0.1183,3,131.583,0.0826
"478252",89,2699,1,1.54,-1.06,-0.2395,3.02,0.1183,3,131.583,0.0826
"478256",89,2703,2,1.12,-0.77,-0.2395,3.02,0.1183,3,131.583,0.0826
"478261",90,2708,2,-0.25,2.27,1.8433,0.01,-0.6241,3,74.286,0.0826
"478265",90,2712,1,0.99,0.78,0.6709,-0.48,-0.6241,3,74.286,0.0826
"478266",90,2713,1,0.77,1.47,1.1169,0.91,-0.6241,3,74.286,0.0826
"478270",90,2717,2,-0.34,0.15,1.1169,-0.24,-0.6241,3,74.286,0.0826
"478272",90,2719,1,-1.74,0.15,1.8433,-0.48,-0.6241,3,74.286,0.0826
"478275",90,2722,2,0.29,0.54,-0.2395,0.27,-0.6241,3,74.286,0.0826
"478277",91,2724,1,-0.67,-0.33,-0.2395,-1.61,0.6627,3,114.333,0.4686
"478287",91,2734,1,1.35,-0.33,0.2486,3.02,0.6627,3,114.333,0.4686
"478288",91,2735,2,1.06,-0.48,-0.2395,0.91,0.6627,3,114.333,0.4686
"478292",91,2739,1,-0.14,2.27,1.1169,0.27,0.6627,3,114.333,0.4686
"478293",91,2740,2,0.39,2.27,-0.9508,-0.48,0.6627,3,114.333,0.4686
"478296",91,2743,1,1.41,-0.63,1.8433,1.9,0.6627,3,114.333,0.4686
"478299",91,2746,2,0.79,2.27,-0.6577,1.9,0.6627,3,114.333,0.4686
"478300",91,2747,2,-1.09,1.07,-0.2395,-1.16,0.6627,3,114.333,0.4686
"478302",91,2749,2,-0.17,0.78,-0.9508,-0.48,0.6627,3,114.333,0.4686
"478310",91,2757,1,0.89,0.34,1.8433,0.91,0.6627,3,114.333,0.4686
"478311",92,2758,1,1.75,-0.18,-0.9508,1.33,1.7628,3,151.444,1.4452
"478317",92,2764,2,0.57,-0.48,-0.9508,-0.24,1.7628,3,151.444,1.4452
"478320",92,2767,1,0.89,0.54,0.2486,0.91,1.7628,3,151.444,1.4452
"478321",92,2768,1,0.84,2.27,0.2486,0.01,1.7628,3,151.444,1.4452
"478323",92,2770,1,-0.48,-0.02,0.6709,0.91,1.7628,3,151.444,1.4452
"478324",92,2771,2,0.15,1.07,-0.6577,-0.24,1.7628,3,151.444,1.4452
"478326",92,2773,2,0.48,2.27,0.2486,-0.48,1.7628,3,151.444,1.4452
"478327",92,2774,1,1.23,-0.63,1.1169,0.91,1.7628,3,151.444,1.4452
"478330",92,2777,2,2.02,1.07,-1.4093,1.9,1.7628,3,151.444,1.4452
"478335",92,2782,1,1.07,0.54,1.8433,0.91,1.7628,3,151.444,1.4452
"478336",92,2783,2,1.12,0.78,1.8433,0.27,1.7628,3,151.444,1.4452
"478339",92,2786,1,0.14,0.78,0.6709,0.57,1.7628,3,151.444,1.4452
"478343",92,2790,1,1.07,-0.18,-0.2395,3.02,1.7628,3,151.444,1.4452
"478348",92,2795,2,-0.55,0.34,0.6709,0.57,1.7628,3,151.444,1.4452
"478352",93,2799,1,-0.92,1.07,0.6709,-1.16,0.3739,3,89.333,-0.7371
"478358",93,2805,2,-1.21,-0.77,-0.2395,0.27,0.3739,3,89.333,-0.7371
"478360",93,2807,1,-1.06,-0.18,-0.2395,0.27,0.3739,3,89.333,-0.7371
"478361",93,2808,1,-1.28,-0.02,-0.9508,-0.48,0.3739,3,89.333,-0.7371
"478363",93,2810,1,0.84,-0.18,-1.1894,1.33,0.3739,3,89.333,-0.7371
"478364",93,2811,2,-1.28,-0.33,0.2486,-1.16,0.3739,3,89.333,-0.7371
"478372",93,2819,2,-0.64,0.15,0.6709,0.01,0.3739,3,89.333,-0.7371
"478373",93,2820,1,-0.61,-0.02,1.8433,0.01,0.3739,3,89.333,-0.7371
"478380",93,2827,2,-0.57,-0.48,-0.6577,0.27,0.3739,3,89.333,-0.7371
"478381",93,2828,1,1.19,-0.33,1.1169,0.27,0.3739,3,89.333,-0.7371
"478382",93,2829,2,0.73,-0.33,1.8433,0.57,0.3739,3,89.333,-0.7371
"478383",93,2830,2,0.34,0.15,-0.6577,0.91,0.3739,3,89.333,-0.7371
"478390",94,2837,1,-0.53,-0.18,1.8433,0.48,-0.6241,3,74.571,0.4686
"478391",94,2838,1,-0.42,-0.18,-0.2395,-0.71,-0.6241,3,74.571,0.4686
"478396",94,2843,2,-0.61,-0.18,-0.2395,1.33,-0.6241,3,74.571,0.4686
"478397",94,2844,1,1.43,1.47,-0.2395,1.9,-0.6241,3,74.571,0.4686
"478401",94,2848,1,0.06,0.15,-0.9508,0.91,-0.6241,3,74.571,0.4686
"478402",94,2849,2,0.51,1.07,-0.6577,0.57,-0.6241,3,74.571,0.4686
"478404",94,2851,1,0.7,0.15,1.8433,0.27,-0.6241,3,74.571,0.4686
"478412",94,2859,2,1.45,2.27,0.2486,1.9,-0.6241,3,74.571,0.4686
"478415",94,2862,2,0.5,1.07,0.6709,1.33,-0.6241,3,74.571,0.4686
"478416",94,2863,2,-0.43,-1.36,-1.6333,0.01,-0.6241,3,74.571,0.4686
"478418",94,2865,2,-0.03,2.27,-0.2395,1.33,-0.6241,3,74.571,0.4686
"478422",95,2869,1,-1.69,-0.18,-0.2395,0.01,-2.4248,3,119.048,-2.1462
"478424",95,2871,2,-2.45,-0.18,-0.6577,-0.24,-2.4248,3,119.048,-2.1462
"478429",95,2876,1,-1.7,-0.77,0.6709,-1.38,-2.4248,3,119.048,-2.1462
"478432",95,2879,2,-2.28,-0.02,0.6709,-3.28,-2.4248,3,119.048,-2.1462
"478433",95,2880,1,0.01,-0.48,-0.2395,0.27,-2.4248,3,119.048,-2.1462
"478434",95,2881,1,-2.58,-0.02,1.8433,-1.38,-2.4248,3,119.048,-2.1462
"478440",95,2887,1,-1.5,-0.48,-0.6577,-0.24,-2.4248,3,119.048,-2.1462
"478442",95,2889,2,0.33,-1.06,-0.2395,0.27,-2.4248,3,119.048,-2.1462
"478443",95,2890,1,-0.41,1.07,-0.2395,0.27,-2.4248,3,119.048,-2.1462
"478446",95,2893,2,-1.04,-0.18,1.8433,-0.24,-2.4248,3,119.048,-2.1462
"478448",95,2895,1,-1.38,-0.02,1.8433,-1.38,-2.4248,3,119.048,-2.1462
"478452",95,2899,2,-2.4,0.54,-1.1894,-0.48,-2.4248,3,119.048,-2.1462
"478456",96,2903,1,-0.07,-0.18,-0.2395,0.57,-0.3717,1,108.5,0.4686
"478457",96,2904,1,0.69,-0.18,-1.1894,-0.34,-0.3717,1,108.5,0.4686
"478461",96,2908,1,0.24,-1.06,0.6709,1.9,-0.3717,1,108.5,0.4686
"478468",96,2915,2,1.49,0.78,1.1169,1.9,-0.3717,1,108.5,0.4686
"478473",96,2920,1,0.14,-0.54,-0.9508,0.57,-0.3717,1,108.5,0.4686
"478474",96,2921,1,1.45,-0.48,-1.1894,1.33,-0.3717,1,108.5,0.4686
"478478",96,2925,2,1.32,2.27,-0.9508,1.88,-0.3717,1,108.5,0.4686
"478479",96,2926,1,-0.79,-0.63,-0.9508,0.57,-0.3717,1,108.5,0.4686
"478483",97,2930,1,-0.41,0.15,1.8433,0.01,0.1183,3,144.444,-0.7371
"478489",97,2936,1,-1.51,-2.05,-0.2395,-0.48,0.1183,3,144.444,-0.7371
"478491",97,2938,2,0.22,-1.36,-0.2395,0.33,0.1183,3,144.444,-0.7371
"478494",97,2941,1,-0.65,-0.63,0.2486,1.88,0.1183,3,144.444,-0.7371
"478501",97,2948,2,-0.25,-0.18,1.8433,0.5,0.1183,3,144.444,-0.7371
"478502",97,2949,1,0.37,-0.02,-0.2395,0.57,0.1183,3,144.444,-0.7371
"478507",97,2954,2,-1.57,-0.18,0.6709,-1.16,0.1183,3,144.444,-0.7371
"478515",98,2962,1,0.51,-0.48,-0.6577,0.91,-0.1263,3,131.083,1.4452
"478516",98,2963,1,1.35,-0.33,-1.3891,3.02,-0.1263,3,131.083,1.4452
"478517",98,2964,2,-1.21,0.54,1.8433,-0.24,-0.1263,3,131.083,1.4452
"478519",98,2966,1,0.28,-0.18,0.6709,0.27,-0.1263,3,131.083,1.4452
"478522",98,2969,2,0.65,-0.63,-1.1894,-0.24,-0.1263,3,131.083,1.4452
"478530",98,2977,2,0.16,2.27,0.2486,0.27,-0.1263,3,131.083,1.4452
"478534",98,2981,2,0.9,-0.02,-0.6577,0.27,-0.1263,3,131.083,1.4452
"478539",98,2986,2,0.15,0.34,1.8433,0.01,-0.1263,3,131.083,1.4452
"478543",98,2990,2,2.13,0.78,0.6709,3.02,-0.1263,3,131.083,1.4452
"478544",98,2991,1,0.35,0.34,1.1169,-0.24,-0.1263,3,131.083,1.4452
"478545",99,2992,2,-0.77,-0.63,-0.2395,-0.94,1.7628,3,192.727,-0.7371
"478547",99,2994,2,-0.3,0.78,1.1169,0.27,1.7628,3,192.727,-0.7371
"478548",99,2995,1,0.82,1.07,-0.6577,0.01,1.7628,3,192.727,-0.7371
"478550",99,2997,1,-1.23,0.34,0.6709,0.01,1.7628,3,192.727,-0.7371
"478552",99,2999,2,-0.65,-0.48,0.6709,0.27,1.7628,3,192.727,-0.7371
"478557",99,3004,2,0.5,-0.77,0.6709,-0.24,1.7628,3,192.727,-0.7371
"478558",99,3005,2,-1.41,-2.28,-1.1894,0.57,1.7628,3,192.727,-0.7371
"478560",99,3007,1,-1.98,0.54,0.6709,-0.48,1.7628,3,192.727,-0.7371
"478564",99,3011,1,-0.75,-0.48,-0.6577,0.27,1.7628,3,192.727,-0.7371
"478570",99,3017,2,-2.1,-0.63,-0.9508,0.27,1.7628,3,192.727,-0.7371
"478576",99,3023,2,-0.63,-0.02,-0.6577,0.27,1.7628,3,192.727,-0.7371
"478577",100,3024,1,1.33,0.54,-0.2395,0.91,1.7628,3,132.04,1.4452
"478583",100,3030,1,0.33,-0.18,-0.6577,1.33,1.7628,3,132.04,1.4452
"478585",100,3032,1,0.68,1.47,-1.4093,-0.24,1.7628,3,132.04,1.4452
"478588",100,3035,1,1.14,-0.18,-0.2395,0.27,1.7628,3,132.04,1.4452
"478592",100,3039,2,0.03,-0.18,0.6709,0.57,1.7628,3,132.04,1.4452
"478593",100,3040,2,0.49,0.54,0.2486,0.57,1.7628,3,132.04,1.4452
"478595",100,3042,2,0.65,1.07,-0.2395,0.57,1.7628,3,132.04,1.4452
"478597",100,3044,2,0.16,0.15,-0.6577,1.33,1.7628,3,132.04,1.4452
"478598",100,3045,1,0.54,0.78,-1.4093,0.57,1.7628,3,132.04,1.4452
"478607",100,3054,1,1.45,1.47,1.8433,0.91,1.7628,3,132.04,1.4452
"478609",100,3056,1,-0.38,2.27,0.2486,0.57,1.7628,3,132.04,1.4452
"478611",100,3058,1,0.19,0.15,0.6709,-0.24,1.7628,3,132.04,1.4452
"478620",101,3067,1,0.55,-0.33,-0.6577,0.01,0.3739,3,106.444,-1.4838
"478623",101,3070,2,0.86,-0.18,-0.2395,0.57,0.3739,3,106.444,-1.4838
"478624",101,3071,1,0.62,-0.18,1.8433,0.27,0.3739,3,106.444,-1.4838
"478632",101,3079,2,1.19,-0.33,1.8433,0.91,0.3739,3,106.444,-1.4838
"478633",101,3080,1,-1.21,-0.18,1.8433,0.01,0.3739,3,106.444,-1.4838
"478636",101,3083,1,-0.86,0.34,0.6709,-0.48,0.3739,3,106.444,-1.4838
"478640",101,3087,1,0.06,-0.63,-0.2395,0.27,0.3739,3,106.444,-1.4838
"478646",101,3093,1,-0.87,0.54,-0.6577,-0.71,0.3739,3,106.444,-1.4838
"478649",101,3096,2,0.34,2.27,0.2486,1.9,0.3739,3,106.444,-1.4838
"478655",102,3102,2,1.95,-0.33,0.6709,3.02,-0.8842,1,96.533,0.8541
"478656",102,3103,2,0.92,0.34,1.8433,1.33,-0.8842,1,96.533,0.8541
"478658",102,3105,1,0.48,-0.77,-1.1894,0.01,-0.8842,1,96.533,0.8541
"478659",102,3106,2,1.27,2.27,1.8433,0.57,-0.8842,1,96.533,0.8541
"478661",102,3108,2,1.38,-0.02,0.2486,1.33,-0.8842,1,96.533,0.8541
"478662",102,3109,1,0.99,-0.33,-0.6577,0.57,-0.8842,1,96.533,0.8541
"478669",102,3116,2,1,-0.18,-0.2395,1.88,-0.8842,1,96.533,0.8541
"478670",102,3117,1,1.36,-0.48,1.1169,1.9,-0.8842,1,96.533,0.8541
"478671",102,3118,1,1.69,0.78,-0.2395,1.9,-0.8842,1,96.533,0.8541
"478681",102,3128,2,0.82,1.47,-1.6333,-0.48,-0.8842,1,96.533,0.8541
"478684",102,3131,2,0.54,0.54,1.8433,0.27,-0.8842,1,96.533,0.8541
"478686",102,3133,1,0.57,-0.48,-1.1894,3.02,-0.8842,1,96.533,0.8541
"478691",103,3138,1,1.01,-0.48,1.1169,0.91,0.1183,3,101.286,-0.7371
"478695",103,3142,1,-0.61,0.34,-0.2395,0.91,0.1183,3,101.286,-0.7371
